, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders, Tigers, Raiders
, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers, Warriors, Warriors, Panthers, Panthers
, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights, Dolphins, Dolphins, Dolphins, Dolphins, Knights, Knights, Knights, Knights
, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Rabbitohs, Storm, Storm, Storm, Storm, Storm, Storm, Storm, Storm
, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Broncos, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks, Sharks
, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Roosters, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys, Cowboys
, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Eels, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans, Titans
Storm, 9.22279792746114, 5.142460041695622, 13.514644351464437, 7.5092936802973975, 10.67484662576687, 6.083178150217257, 14.536340852130325, 7.768691588785047, 27.38582916097709, 19.572412559262904, 34.46954417103671, 23.425737538148525, 26.796830786644026, 19.170033051781125, 34.31085043988269, 22.567628157226125, 9.260631204622907, 4.9727084509693205, 13.45214141994826, 6.745068285280728, 8.900083963056256, 5.273566249176005, 13.680781758957655, 7.532467532467532, 26.96700731991937, 18.994211614697623, 34.50416137678093, 23.699775280898876, 26.35067282586865, 18.91963952434277, 34.07750631844987, 23.80006274181742, 8.415032679738562, 5.456191985510527, 14.561403508771932, 7.313887679582064, 15.083798882681565, 5.231866825208085, 11.29032258064516, 7.819905213270142, 30.226804123711343, 20.397905759162306, 36.01003764115433, 23.823529411764703, 30.037546933667088, 20.338461538461537, 32.075471698113205, 23.38044758539458, 8.040201005025125, 5.44069640914037, 13.652694610778443, 7.536319612590798, 8.12720848056537, 5.078485687903971, 14.516129032258066, 9.328358208955224, 27.767300159582188, 19.777394115270177, 34.62219598583235, 24.370683893963022, 26.901521216973578, 20.423280423280424, 36.94267515923567, 24.117396852403232, 9.334325027891408, 5.722363033729772, 13.844996237772762, 7.714231426942808, 9.734513274336283, 5.135284373274434, 13.274336283185843, 7.599118942731277, 28.705288764753583, 19.51483099563118, 35.74398842885554, 24.195849247618607, 26.494345718901453, 19.472163865546218, 35.426889106967614, 24.503836993913733, 9.168443496801707, 5.362298913790733, 13.548028872848416, 7.155709342560554, 11.674347158218126, 4.901185770750988, 15.98639455782313, 7.939053728949479, 28.020059671173748, 19.65537574526633, 34.8258064516129, 23.989209568382737, 29.534628068889702, 19.454700369213292, 36.248131539611364, 23.87774594078319, 9.779179810725552, 4.8107255520504735, 15.654952076677317, 8.53008377760853, 7.07070707070707, 4.914004914004914, 10.714285714285714, 10.638297872340425, 30.332261521972132, 20.43428788166129, 35.06006006006006, 25.032839181835243, 31.221719457013574, 20.23217247097844, 38.11659192825112, 26.327433628318587, 10.276243093922652, 5.957086391869001, 12.601626016260163, 6.939214631522324, 8.588957055214724, 6.301824212271974, 13.793103448275861, 10.457516339869281, 30.323590814196244, 19.61348134278454, 33.60477741585233, 25.413711583924346, 28.072837632776938, 20.24825446082234, 33.33333333333333, 25.388198757763973
Raiders, 19.23316062176166, 43.83920457582723, 25.564853556485357, 53.13860860329262, 22.57668711656442, 45.034140285536935, 24.561403508771928, 51.226635514018696, 14.438881302786626, 38.171060534420405, 18.71722468737394, 44.05391658189217, 13.837011884550085, 37.326478149100254, 18.826979472140764, 43.50620236138096, 18.965772707067714, 43.997741389045736, 24.087381431445817, 52.18512898330804, 17.46431570109152, 41.83695891012964, 23.941368078175895, 50.34632034632035, 13.872484882775204, 37.62721353813922, 17.66116518549866, 43.33303370786517, 14.099216710182768, 37.74329440622834, 16.975568660488626, 42.507581302938405, 21.813725490196077, 44.532488114104595, 22.807017543859647, 51.937309534175014, 16.75977653631285, 44.351961950059454, 20.967741935483872, 53.317535545023695, 13.876288659793815, 37.654450261780106, 20.200752823086574, 44.03361344537815, 13.016270337922403, 37.10769230769231, 21.69811320754717, 43.75736160188457, 18.592964824120603, 44.023006373387226, 25.98802395209581, 51.422518159806295, 21.20141342756184, 41.089566020313946, 19.35483870967742, 48.69402985074627, 13.143769041056144, 37.604231715828526, 17.355371900826448, 43.0756664438999, 12.409927942353884, 35.93650793650794, 18.471337579617835, 41.00382815823054, 22.164373373001116, 46.45155000974849, 27.689992475545523, 53.60060801824055, 18.805309734513273, 45.05797901711762, 26.548672566371685, 54.40528634361234, 14.920263086764574, 39.42285582892619, 18.98390887723739, 44.24094611384658, 16.262789445341948, 39.58771008403361, 18.449460255152108, 43.34480021169622, 18.043710021321964, 44.8851918053073, 25.985563575791225, 52.595155709342556, 17.665130568356375, 44.66403162055336, 25.850340136054424, 51.724137931034484, 14.828921475274552, 38.477035969337614, 18.864516129032257, 44.33177327093084, 13.30157566874313, 37.84909590078576, 18.53512705530643, 43.686723973256925, 21.13564668769716, 47.63406940063091, 26.198083067092654, 54.22696115765423, 21.21212121212121, 48.64864864864865, 21.428571428571427, 52.76595744680851, 14.469453376205788, 38.99108666793097, 19.36936936936937, 44.379808594483016, 14.705882352941178, 38.69541182974019, 17.040358744394617, 44.24778761061947, 18.011049723756905, 45.53924336533032, 24.1869918699187, 54.00753093060785, 21.472392638036812, 42.78606965174129, 28.735632183908045, 50.65359477124183, 14.378914405010438, 37.82934331951318, 18.13246471226927, 43.091673233517206, 15.022761760242792, 38.634600465477114, 16.666666666666664, 43.16770186335403
Dolphins, 1.077720207253886, 0.45972096006842356, 2.5523012552301254, 0.9877854487519915, 0.0, 0.0, 0.0, 0.11682242990654204, 0.6372325898953117, 0.2606928807841233, 1.2706736587333602, 0.508646998982706, 0.028296547821165818, 0.029379360998898277, 0.05865102639296188, 0.014945449110745777, 1.1705437842643356, 0.3764351590438547, 1.7533774073009485, 0.857359635811836, 0.0, 0.043946385409800046, 0.32573289902280134, 0.04329004329004329, 0.636514728243573, 0.22395000857873015, 0.9874453378473692, 0.4764044943820224, 0.02008435428800964, 0.005332480136511492, 0.04212299915754002, 0.08365575656174841, 0.8169934640522877, 0.4075164138555581, 2.280701754385965, 1.30605137135394, 0.0, 0.0, 0.0, 0.0, 0.6597938144329897, 0.30366492146596863, 1.3383521539104977, 0.4516806722689076, 0.0, 0.06153846153846154, 0.2358490566037736, 0.058892815076560655, 0.8793969849246231, 0.4041660189647132, 3.2335329341317367, 1.0290556900726393, 0.0, 0.0, 0.0, 0.0, 0.6238212679529959, 0.282849061455387, 1.062573789846517, 0.504937996584243, 0.08006405124099279, 0.021164021164021166, 0.0, 0.04253509145044662, 1.190033469691335, 0.41918502632092025, 2.1068472535741156, 0.6840205206156185, 0.0, 0.0, 0.4424778761061947, 0.22026431718061676, 0.5586088836832147, 0.257530466773971, 1.1028747062014101, 0.4325617781050113, 0.2154011847065159, 0.013130252100840336, 0.2944062806673209, 0.02646202699126753, 0.8528784648187633, 0.43310875842155916, 1.3881177123820099, 0.7058823529411765, 0.15360983102918588, 0.0, 0.0, 0.08019246190858059, 0.5459277597917856, 0.21293323724038524, 0.8774193548387097, 0.38026521060842433, 0.03664345914254306, 0.018934014957871816, 0.0, 0.019102196752626553, 1.1041009463722398, 0.27602523659305994, 1.2779552715654952, 0.5331302361005331, 0.0, 0.0, 0.0, 0.425531914893617, 0.5001786352268668, 0.25602124028067513, 1.3513513513513513, 0.281478701444924, 0.0, 0.0, 0.0, 0.0, 0.3314917127071823, 0.282326369282891, 1.2195121951219512, 0.8068854222700376, 0.0, 0.0, 0.0, 0.32679738562091504, 0.6784968684759917, 0.21398956800855956, 1.0857763300760044, 0.4465458366167586, 0.0, 0.0, 0.0, 0.07763975155279502
Bulldogs, 40.663212435233156, 29.812369701181375, 45.98326359832636, 31.184280403611258, 34.96932515337423, 29.081315952824333, 46.8671679197995, 32.94392523364486, 33.33839073484044, 24.976678210420047, 36.60750302541347, 26.71414038657172, 33.67289190718733, 26.022769004774148, 37.06744868035191, 28.007771633537587, 38.879834049488814, 29.24148315452663, 44.581776372520835, 31.874051593323216, 41.645675902602854, 30.916282135794333, 47.71986970684039, 33.33333333333333, 32.653205558895294, 24.821426958885308, 36.34504161376781, 26.448539325842695, 33.44044988953605, 24.98800191969285, 36.89974726200506, 27.156749973857575, 37.5, 29.90717681684401, 46.31578947368421, 32.738354375272095, 38.547486033519554, 30.915576694411417, 57.25806451612904, 33.175355450236964, 32.5360824742268, 24.837696335078537, 33.626097867001256, 26.785714285714285, 32.16520650813517, 25.93846153846154, 36.08490566037736, 26.855123674911663, 37.87688442211055, 28.260531633763406, 43.83233532934131, 31.840193704600484, 44.87632508833922, 29.82456140350877, 45.96774193548387, 31.902985074626866, 33.381691571159145, 24.60786834661867, 36.45218417945691, 26.308754733793716, 32.66613290632506, 24.634920634920636, 35.6687898089172, 28.073160357294768, 39.159538862030494, 28.095145252485864, 44.770504138449965, 31.597947938438153, 37.83185840707964, 29.983434566537824, 47.34513274336283, 30.837004405286343, 33.192179475628436, 24.288342147620142, 36.30446573856446, 26.091758317610786, 33.764135702746366, 24.159663865546218, 37.9784102060844, 26.806033342154006, 40.11194029850746, 28.640175993400245, 43.19822320932815, 31.50173010380623, 38.863287250384026, 29.288537549407113, 42.857142857142854, 31.11467522052927, 31.574938107027233, 24.497149970516936, 35.50967741935484, 25.79628185127405, 32.24624404543789, 24.491148348007194, 33.33333333333333, 26.628462273161414, 38.801261829652994, 28.194006309148268, 44.08945686900959, 30.616907844630614, 44.44444444444444, 29.72972972972973, 53.57142857142857, 31.06382978723404, 31.046802429439087, 24.03754978190783, 36.41141141141141, 26.00863201351098, 33.4841628959276, 24.046434494195687, 38.11659192825112, 24.88938053097345, 37.569060773480665, 28.26086956521739, 46.7479674796748, 30.66164604626143, 36.809815950920246, 31.8407960199005, 44.827586206896555, 29.73856209150327, 30.323590814196244, 24.428246622977127, 37.56786102062975, 25.70265300761755, 30.804248861911987, 23.778122575640033, 38.79781420765027, 25.77639751552795
