Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Roosters,26,13,0,11,8,26,13,0,11,9.624510031874829,3.1948597925542144,12.819369824429046,0.6901471905624016,0.0,1.0,0.0,0.0,0.556926,0.331373,0.211652,0.137456,6.575827571580722
2,Broncos,30,15,0,9,4,30,15,0,9,5.888169049683511,1.670899601120391,7.559068650803905,1.9320165340299287,0.0,1.0,1.0,0.0,1.0,0.792333,0.50804,0.29105,4.516024769081316
3,Sharks,30,15,0,9,5,30,15,0,9,4.439198194471427,2.136629377109294,6.575827571580722,1.5593717913547964,0.0,1.0,0.0,0.0,0.443074,0.215046,0.114668,0.062144,12.819369824429046
4,Panthers,27,13,1,10,7,27,13,1,10,1.869580572159607,4.270746413169128,6.140326985328739,-0.6857966443649061,0.0,1.0,0.0,0.0,0.543219,0.256512,0.105241,0.04845,0.5093576777449789
5,Storm,34,17,0,7,2,34,17,0,7,1.3872021774905625,3.7544913930403574,5.141693570530924,-2.113144876018033,0.0,1.0,1.0,0.0,1.0,0.784532,0.319547,0.135913,4.3900101563943466
6,Raiders,38,19,0,5,1,38,19,0,5,1.3683358340032745,3.1476889350780395,4.516024769081316,-0.9020900873707459,0.0,1.0,1.0,1.0,1.0,0.661248,0.339229,0.140471,7.559068650803905
7,Bulldogs,32,16,0,8,3,32,16,0,8,-3.4030218943309016,7.793032050725247,4.3900101563943466,0.47563205621982885,0.0,1.0,1.0,0.0,1.0,0.788566,0.347906,0.164597,5.141693570530924
8,Eels,20,10,0,14,11,20,10,0,14,-0.8125370536343457,2.0011845407292648,1.1886474870949233,2.6396477246340893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,Warriors,28,14,0,10,6,28,14,0,10,0.05682067407546443,0.45253700366951066,0.5093576777449789,0.1677050160297983,0.0,1.0,0.0,0.0,0.456781,0.17039,0.053717,0.019919,6.140326985328739
10,Manly,24,12,0,12,10,24,12,0,12,1.3821849609338053,-1.7602358943842535,-0.3780509334504474,1.3128748998050837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Dolphins,24,12,0,12,9,24,12,0,12,7.264668183410646,-7.656504471385259,-0.39183628797460957,-0.2549126487838603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,Cowboys,19,9,1,14,12,19,9,1,14,3.0606698030987625,-5.438910486604553,-2.3782406835057857,0.8245365478986421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,Rabbitohs,18,9,0,15,14,18,9,0,15,-3.410815291907853,-1.6763724358644851,-5.087187727772335,0.6510913877921837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,Dragons,16,8,0,16,15,16,8,0,16,-1.561257856590074,-6.1461953322324705,-7.707453188822544,-2.438528677007684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,Tigers,18,9,0,15,13,18,9,0,15,-2.9413202560237575,-4.786171005254406,-7.7274912612781606,-0.7427803629783246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,Titans,12,6,0,18,16,12,6,0,18,0.5997582120736693,-8.714388575899473,-8.114630363825803,0.5609223256623183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,Knights,12,6,0,18,17,12,6,0,18,-4.52807865492554,-12.52735759143363,-17.055436246359164,-1.67611575247263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
