Rank,Team,Points,Wins,Draws,Losses,Projected Finish,Projected Points,Projected Wins,Projected Draws,Projected Losses,Offensive Rating,Defensive Rating,Total Rating,form,Spoon,Top 8,Top 4,Minor Premiers,Week 2,Week 3,Make GF,Premiers,SoS
1,Roosters,26,13,0,11,8,26,13,0,11,6.751953676471187,4.078860208766295,10.830813885237486,1.0211945975735384,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,Sharks,30,15,0,9,5,30,15,0,9,3.5551977782593465,5.009185732512936,8.564383510772283,1.402785015796135,0.0,1.0,0.0,0.0,1.0,0.567342,0.304693,0.170783,5.236978604252646
3,Panthers,27,13,1,10,7,27,13,1,10,2.144118066196694,6.074831086692733,8.21894915288943,0.5147215634652665,0.0,1.0,0.0,0.0,1.0,0.576378,0.267205,0.14481,2.8778840721243863
4,Broncos,30,15,0,9,4,30,15,0,9,7.143943043977167,-0.30582822834459367,6.838114815632575,0.8963505244791103,0.0,1.0,1.0,0.0,1.0,1.0,0.593021,0.308819,0
5,Storm,34,17,0,7,2,34,17,0,7,3.476741728872857,3.177077925928025,6.653819654800884,-1.1134445986880064,0.0,1.0,1.0,0.0,1.0,1.0,0.517728,0.240937,0
6,Raiders,38,19,0,5,1,38,19,0,5,3.345063663468259,1.8919149407843832,5.236978604252646,-1.1694162942902446,0.0,1.0,1.0,1.0,1.0,0.432658,0.177579,0.077319,8.564383510772283
7,Bulldogs,32,16,0,8,3,32,16,0,8,-2.8256084272185693,5.703492499342953,2.8778840721243863,-0.5240682211101976,0.0,1.0,1.0,0.0,1.0,0.423622,0.139774,0.057332,8.21894915288943
8,Eels,20,10,0,14,11,20,10,0,14,-0.8125370536343457,2.0011845407292648,1.1886474870949233,2.6396477246340893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,Manly,24,12,0,12,10,24,12,0,12,1.3821849609338053,-1.7602358943842535,-0.3780509334504474,1.3128748998050837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,Dolphins,24,12,0,12,9,24,12,0,12,7.264668183410646,-7.656504471385259,-0.39183628797460957,-0.2549126487838603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11,Warriors,28,14,0,10,6,28,14,0,10,-1.7472639994481396,0.17799950963242356,-1.569264489815712,-0.9944444282449236,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
12,Cowboys,19,9,1,14,12,19,9,1,14,3.0606698030987625,-5.438910486604553,-2.3782406835057857,0.8245365478986421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13,Rabbitohs,18,9,0,15,14,18,9,0,15,-3.410815291907853,-1.6763724358644851,-5.087187727772335,0.6510913877921837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14,Dragons,16,8,0,16,15,16,8,0,16,-1.561257856590074,-6.1461953322324705,-7.707453188822544,-2.438528677007684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15,Tigers,18,9,0,15,13,18,9,0,15,-2.9413202560237575,-4.786171005254406,-7.7274912612781606,-0.7427803629783246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
16,Titans,12,6,0,18,16,12,6,0,18,0.5997582120736693,-8.714388575899473,-8.114630363825803,0.5609223256623183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17,Knights,12,6,0,18,17,12,6,0,18,-4.52807865492554,-12.52735759143363,-17.055436246359164,-1.67611575247263,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
